"id","weight","height"
10989,59,175
10990,61,147
10991,58,195
10992,62,194
10993,71,138
10994,80,173
10995,84,141
10996,71,222
10997,77,153
10998,47,192
10999,82,117
